Name,Total Calories (kcal),Total Fat (g),Saturated Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Dietary Fiber (g),Total Sugars (g),Protein (g),Vitamin D (mcg),Calcium (mg),Iron (mg),Potassium (mg),Monounsaturated Fat (g),Polyunsaturated Fat (g),Linoleic Acid (g),α-Linolenic Acid (g),Omega 3 - EPA (mg),Omega 3 - DHA (mg),Copper (mcg),Magnesium (mg),Phosphorus (mg),Selenium (mcg),Zinc (mg),Vitamin A (mcg),Vitamin B6 (mg),Vitamin B12 (mcg),Vitamin C (mg),Vitamin E (mg),Vitamin K (mcg),Folate (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Choline (mg),Vitamin B12 (mg),Copper (mg),Selenium (mg),Vitamin D (mg),Zinc (mcg),Iron (g),Phosphorus (mcg)
Wheat Berry Chili,205,1,0,1,194,56,10,7,15,0,58,6,367,1,1,1,0.2,0,0,0,110,287,10,2,72,0.5,0.1,33,3,21,164,0.3,0.2,5,58,0,557000,0,0,0,0,0
White Bean Bruschetta,342,15,2,0,332,43,7,6,10,0,95,4,574,10,2,2,0.2,0,0,281,67,157,17,1,26,0.2,0,12,3,23,104,0.3,0.2,3,30,0,0,0,0,0,0,0
White Chicken Chili,317,10,3,41,810,35,8,3,24,0,173,4,776,5,1,1,0.2,1,2,317,94,343,19,2,23,0.5,0.2,15,2,9,137,0.3,0.2,5,76,0,0,0,0,0,0,0
White Chili,208,4,1,16,96,30,6,5,15,1,152,4,677,2,1,1,0.1,2,6,286,72,240,7,2,83,0.3,0.3,34,2,8,75,0.1,0.2,3,0,0,0,0,0,0,0,0
White Sauce - Thin,213,12,7,35,105,18,0,13,9,3,303,0,394,3,0,0,0.1,0,0,45,29,259,10,1,247,0.1,1.3,0,0,1,35,0.2,0.5,1,42,0,0,0,0,0,0,0
Whole Grain Strawberry Pancakes,260,9,2,93,390,36,4,16,9,1,144,2,300,5,3,2,0.6,1,8,163,51,216,27,1,36,0.2,0.5,25,2,6,36,0.2,0.3,2,71,0,0,0,0,0,0,0
Whole Wheat Garlic Bread Sticks,112,5,1,0,128,12,2,1,4,0,49,1,77,3,1,1,0.1,0,0,66,22,61,7,1,0,0.1,0,0,1,6,12,0.1,0.1,1,8,0,0,0,0,0,0,0
Whole Wheat Muffins,148,5,1,32,232,22,1,7,4,0,85,1,97,2,2,1,0.3,0,5,67,20,100,13,1,64,0.1,0.2,0,1,5,40,0.1,0.1,1,33,0,0,0,0,0,0,0
Yellow Potato and Red Pepper Shrimp Sauté,330,10,2,120,240,38,6,10,24,0,150,4,1053,6,1,1,0.1,68,71,363,78,327,27,2,104,0.8,0.9,78,3,13,70,0.2,0.2,4,98,0,0,0,0,0,0,0
Yogurt Berry Parfait,304,9,2,6,89,46,5,30,11,1,240,2,613,3,3,3,0.2,0,0,259,87,320,15,2,17,0.3,0.7,19,4,7,52,0.3,0.4,1,40,0,0,0,0,0,0,0
Yogurt Pops,59,0,0,1,30,13,0,12,2,0,74,0,135,0,0,0,0,0,0,27,9,57,1,0,1,0,0.2,5,0,0,4,0,0.1,0,7,0,0,0,0,0,0,0
Yogurt Popsicles,42,1,0,2,28,7,0,7,2,0,72,0,119,0,0,0,0,0,0,13,8,58,2,0,6,0,0,6,0,0,11,0,0.1,0,7,200,0,0,0,0,0,0
Yogurt Smoothie in a Bag,77,1,1,4,47,14,0,14,4,1,127,0,237,0,0,0,0,0,0,28,15,104,4,1,18,0.1,0.4,17,0,0,26,0.1,0.2,0,14,0,0,0,0,0,0,0
Yummy Bagels,98,1,0,0,2,20,2,2,3,0,7,1,72,0,0,0,0,0,0,81,23,69,13,1,0,0.1,0,0,0,1,53,0.2,0.1,2,6,0,0,0,0,0,0,0
Yummy Bean Dip,87,0,0,0,182,16,5,1,6,0,38,1,287,0,0,0,0.1,0,0,134,31,95,4,1,4,0.2,0,2,1,3,101,0.1,0.1,0,22,0,0,0,0,0,0,0
Zesty Citrus Coleslaw,21,0,0,0,246,5,1,4,1,0,17,0,91,0,0,0,0,0,0,29,8,27,0,0,16,0,0,16,0,18,14,0,0,0,5,0,0,0,0,0,0,0
Zesty Herb Salad Dressing,29,3,0,0,160,1,0,1,0,0,7,0,48,1,1,1,0.2,0,0,16,4,4,0,0,4,0,0,3,0,7,4,0,0,0,1,0,0,0,0,0,0,0
Zesty Lemon Fish,96,2,0,49,325,3,1,1,17,1,20,0,305,1,1,0,0.1,36,102,46,26,306,24,0,2,0.2,2,5,1,4,12,0.1,0.1,1,71,0,0,0,0,0,0,0
Zesty Orange Carrots,91,3,1,0,95,16,3,11,1,0,42,0,354,1,1,1,0.1,0,0,55,14,38,0,0,866,0.2,0,15,1,16,24,0.1,0.1,1,11,0,0,0,0,0,0,0
Zesty Skillet Zucchini,29,0,0,0,10,6,2,4,2,0,25,1,337,0,0,0,0,0,0,110,21,50,1,0,20,0.2,0,20,0,9,29,0.1,0.1,1,12,0,0,0,0,0,0,0
Zucchini And Tomatoes,89,6,4,15,158,8,2,6,2,0,29,1,446,2,0,0,0.1,0,0,101,27,61,0,0,85,0.3,0,29,1,10,37,0.1,0.1,1,16,0,0,0,0,0,0,0
Zucchini Bread,190,5,1,35,333,34,2,16,4,0,27,1,139,2,2,2,0.2,0,5,94,23,85,14,1,16,0.1,0.1,3,1,5,47,0.2,0.1,1,34,0,0,0,0,0,0,0
Zucchini Pancakes,146,10,2,84,76,9,1,3,6,0,63,1,352,6,1,1,0.1,0,13,92,27,115,10,1,52,0.3,0.2,21,1,10,56,0.1,0.3,1,77,0,0,0,0,0,0,0
Zucchini Recipe,152,11,3,54,156,7,1,3,7,1,155,1,274,6,2,0,0,0,0,72,22,145,7,1,61,0.2,0.3,20,1,8,28,0.1,0.2,0,50,0,0,0,0,0,0,0
Zucchini Stir Fry,68,4,1,0,7,8,2,5,2,0,28,1,366,1,2,1,0.3,0,0,73,25,54,0,0,57,0.3,0,57,1,11,45,0.1,0.2,1,11,0,0,0,0,0,0,0
